month,year,admin_ascii,total_cases,confirmed_cases
6,2011,cesar,157,48
6,2011,choco,38,4
6,2011,cordoba,85,47
6,2011,cundinamarca,80,43
6,2011,exterior,3,2
6,2011,guainia,,
6,2011,guajira,24,17
6,2011,guaviare,10,9
6,2011,huila,115,59
6,2011,magdalena,11,7
6,2011,meta,165,40
6,2011,nari�o,17,16
6,2011,norte santander,249,71
6,2011,procedencia desconocida,33,12
6,2011,putumayo,53,15
6,2011,quindio,119,11
6,2011,risaralda,45,11
6,2011,san andres,5,4
6,2011,santander,238,51
6,2011,sucre,90,15
6,2011,tolima,125,17
6,2011,valle,208,85
6,2011,vaupes,,
6,2011,vichada,18,4
6,2012,amazonas,29,13
6,2012,antioquia,132,76
6,2012,arauca,80,22
6,2012,atlantico,84,52
6,2012,bogota,5,1
6,2012,bolivar,191,136
6,2012,boyaca,27,13
6,2012,caldas,5,4
6,2012,caqueta,102,22
6,2012,casanare,336,95
6,2012,cauca,18,10
6,2012,cesar,221,104
6,2012,choco,15,3
6,2012,cordoba,118,90
6,2012,cundinamarca,102,47
6,2012,exterior,8,2
6,2012,guainia,4,0
6,2012,guajira,34,31
6,2012,guaviare,13,4
6,2012,huila,670,438
6,2012,magdalena,43,32
6,2012,meta,481,108
6,2012,nari�o,5,5
6,2012,norte santander,312,96
6,2012,procedencia desconocida,,
6,2012,putumayo,11,1
6,2012,quindio,55,6
6,2012,risaralda,13,6
6,2012,san andres,4,3
6,2012,santander,342,150
6,2012,sucre,168,57
6,2012,tolima,353,115
6,2012,valle,202,112
6,2012,vaupes,10,0
6,2012,vichada,8,7
6,2013,amazonas,20,5
6,2013,antioquia,523,310
6,2013,arauca,90,52
6,2013,atlantico,698,481
6,2013,bogota,18,17
6,2013,bolivar,405,347
6,2013,boyaca,70,59
6,2013,caldas,57,53
6,2013,caqueta,91,42
6,2013,casanare,258,87
6,2013,cauca,69,42
6,2013,cesar,401,122
6,2013,choco,17,9
6,2013,cordoba,182,131
6,2013,cundinamarca,412,175
6,2013,exterior,12,7
6,2013,guainia,5,4
6,2013,guajira,179,169
6,2013,guaviare,20,16
6,2013,huila,423,233
6,2013,magdalena,285,208
6,2013,meta,771,236
6,2013,nari�o,38,29
6,2013,norte santander,628,331
6,2013,procedencia desconocida,,
6,2013,putumayo,174,49
6,2013,quindio,153,56
6,2013,risaralda,32,23
6,2013,san andres,6,6
6,2013,santander,1369,483
6,2013,sucre,308,146
6,2013,tolima,1180,317
6,2013,valle,2187,1109
6,2013,vaupes,2,1
6,2013,vichada,24,21
6,2014,amazonas,39,19
6,2014,antioquia,522,340
6,2014,arauca,100,55
6,2014,atlantico,211,111
6,2014,bogota,15,10
6,2014,bolivar,283,207
6,2014,boyaca,38,34
6,2014,caldas,68,58
6,2014,caqueta,103,78
6,2014,casanare,449,85
6,2014,cauca,38,18
6,2014,cesar,359,143
6,2014,choco,29,26
6,2014,cordoba,410,289
6,2014,cundinamarca,355,213
6,2014,exterior,21,12
6,2014,guainia,19,5
6,2014,guajira,137,105
6,2014,guaviare,90,76
6,2014,huila,515,301
6,2014,magdalena,110,44
6,2014,meta,952,286
6,2014,nari�o,82,66
6,2014,norte santander,825,442
6,2014,procedencia desconocida,,
6,2014,putumayo,142,57
6,2014,quindio,228,74
6,2014,risaralda,75,62
6,2014,san andres,1,0
6,2014,santander,1639,549
6,2014,sucre,325,179
6,2014,tolima,686,191
6,2014,valle,959,477
6,2014,vaupes,,
6,2014,vichada,10,8
6,2015,amazonas,4,2
6,2015,antioquia,505,274
6,2015,arauca,58,32
6,2015,atlantico,154,93
6,2015,bogota,,
6,2015,bolivar,172,85
6,2015,boyaca,91,64
6,2015,caldas,90,81
6,2015,caqueta,40,22
6,2015,casanare,154,27
6,2015,cauca,36,13
6,2015,cesar,370,149
6,2015,choco,31,22
6,2015,cordoba,143,79
6,2015,cundinamarca,199,116
6,2015,exterior,3,1
6,2015,guainia,4,2
6,2015,guajira,54,43
6,2015,guaviare,17,2
6,2015,huila,369,166
6,2015,magdalena,146,59
6,2015,meta,451,46
6,2015,nari�o,27,19
6,2015,norte santander,356,216
6,2015,procedencia desconocida,,
6,2015,putumayo,93,7
6,2015,quindio,509,47
6,2015,risaralda,165,75
6,2015,san andres,3,1
6,2015,santander,818,185
6,2015,sucre,281,126
6,2015,tolima,536,139
6,2015,valle,1785,434
6,2015,vaupes,1,0
6,2015,vichada,25,8
6,2016,amazonas,11,2
6,2016,antioquia,3415,1792
6,2016,arauca,9,2
6,2016,atlantico,82,29
6,2016,bogota,,
6,2016,bolivar,89,18
6,2016,boyaca,130,63
6,2016,caldas,87,80
6,2016,caqueta,34,10
6,2016,casanare,55,9
6,2016,cauca,69,42
6,2016,cesar,64,9
6,2016,choco,32,18
6,2016,cordoba,47,21
6,2016,cundinamarca,261,144
6,2016,exterior,6,5
6,2016,guainia,3,1
6,2016,guajira,12,9
6,2016,guaviare,13,8
6,2016,huila,213,59
6,2016,magdalena,28,12
6,2016,meta,209,27
6,2016,nari�o,34,22
6,2016,norte santander,158,55
6,2016,procedencia desconocida,1,1
6,2016,putumayo,54,3
6,2016,quindio,181,38
6,2016,risaralda,245,152
6,2016,san andres,6,1
6,2016,santander,472,180
6,2016,sucre,76,13
6,2016,tolima,413,59
6,2016,valle,2183,491
6,2016,vaupes,,
6,2016,vichada,16,12
6,2017,amazonas,6,1
6,2017,antioquia,339,129
6,2017,arauca,27,4
6,2017,atlantico,41,28
6,2017,bogota,,
6,2017,bolivar,51,11
6,2017,boyaca,13,6
6,2017,caldas,5,4
6,2017,caqueta,20,5
6,2017,casanare,51,0
6,2017,cauca,13,7
6,2017,cesar,58,10
6,2017,choco,8,6
6,2017,cordoba,54,28
6,2017,cundinamarca,65,25
6,2017,exterior,,
6,2017,guainia,1,1
6,2017,guajira,19,13
6,2017,guaviare,15,3
6,2017,huila,71,26
6,2017,magdalena,7,5
6,2017,meta,96,8
6,2017,nari�o,10,4
6,2017,norte santander,69,16
6,2017,procedencia desconocida,,
6,2017,putumayo,20,1
6,2017,quindio,31,4
6,2017,risaralda,8,5
6,2017,san andres,,
6,2017,santander,146,27
6,2017,sucre,49,18
6,2017,tolima,266,42
6,2017,valle,291,71
6,2017,vaupes,,
6,2017,vichada,2,0
7,2007,amazonas,3,3
7,2007,antioquia,19,5
7,2007,arauca,153,27
7,2007,atlantico,518,476
7,2007,bogota,,
7,2007,bolivar,85,37
7,2007,boyaca,43,17
7,2007,caldas,66,47
7,2007,caqueta,16,6
7,2007,casanare,232,45
7,2007,cauca,20,9
7,2007,cesar,191,79
7,2007,choco,2,0
7,2007,cordoba,66,33
7,2007,cundinamarca,68,58
7,2007,exterior,7,4
7,2007,guainia,8,3
7,2007,guajira,73,21
7,2007,guaviare,9,9
7,2007,huila,368,96
7,2007,magdalena,130,121
7,2007,meta,436,87
7,2007,nari�o,3,1
7,2007,norte santander,457,157
7,2007,procedencia desconocida,34,25
7,2007,putumayo,40,13
7,2007,quindio,271,126
7,2007,risaralda,83,35
7,2007,san andres,6,6
7,2007,santander,1672,567
7,2007,sucre,149,31
7,2007,tolima,245,51
7,2007,valle,61,22
7,2007,vaupes,,
7,2007,vichada,35,8
7,2008,amazonas,,
7,2008,antioquia,212,70
7,2008,arauca,73,12
7,2008,atlantico,375,325
7,2008,bogota,,
7,2008,bolivar,102,62
7,2008,boyaca,8,4
7,2008,caldas,10,6
7,2008,caqueta,30,9
7,2008,casanare,136,27
7,2008,cauca,23,7
7,2008,cesar,62,15
7,2008,choco,8,4
7,2008,cordoba,66,30
7,2008,cundinamarca,70,39
7,2008,exterior,,
7,2008,guainia,32,6
7,2008,guajira,49,22
7,2008,guaviare,13,10
7,2008,huila,191,56
7,2008,magdalena,30,20
7,2008,meta,115,32
7,2008,nari�o,3,1
7,2008,norte santander,299,74
7,2008,procedencia desconocida,6,2
7,2008,putumayo,29,3
7,2008,quindio,72,12
7,2008,risaralda,24,11
7,2008,san andres,3,1
7,2008,santander,385,77
7,2008,sucre,72,13
7,2008,tolima,131,49
7,2008,valle,190,72
7,2008,vaupes,1,0
7,2008,vichada,13,2
7,2009,amazonas,1,1
7,2009,antioquia,108,95
7,2009,arauca,186,38
7,2009,atlantico,151,142
7,2009,bogota,,
7,2009,bolivar,30,13
7,2009,boyaca,31,28
7,2009,caldas,31,28
7,2009,caqueta,7,1
7,2009,casanare,247,87
7,2009,cauca,50,26
7,2009,cesar,62,19
7,2009,choco,3,1
7,2009,cordoba,36,15
7,2009,cundinamarca,49,26
7,2009,exterior,5,3
7,2009,guainia,,
7,2009,guajira,53,37
7,2009,guaviare,32,31
7,2009,huila,251,175
7,2009,magdalena,44,41
7,2009,meta,225,15
7,2009,nari�o,9,8
7,2009,norte santander,323,173
7,2009,procedencia desconocida,8,4
7,2009,putumayo,12,2
7,2009,quindio,28,12
7,2009,risaralda,20,8
7,2009,san andres,11,0
7,2009,santander,748,241
7,2009,sucre,136,54
7,2009,tolima,182,65
7,2009,valle,1248,579
7,2009,vaupes,,
7,2009,vichada,2,1
7,2010,amazonas,1,0
7,2010,antioquia,3304,379
7,2010,arauca,381,20
7,2010,atlantico,392,73
7,2010,bogota,,
7,2010,bolivar,193,17
7,2010,boyaca,163,56
7,2010,caldas,83,18
7,2010,caqueta,20,2
7,2010,casanare,161,19
7,2010,cauca,117,27
7,2010,cesar,309,112
7,2010,choco,15,1
7,2010,cordoba,43,9
7,2010,cundinamarca,375,58
7,2010,exterior,20,8
7,2010,guainia,,
7,2010,guajira,57,19
7,2010,guaviare,18,1
7,2010,huila,619,377
7,2010,magdalena,80,19
7,2010,meta,511,67
7,2010,nari�o,20,9
7,2010,norte santander,564,152
7,2010,procedencia desconocida,11,3
7,2010,putumayo,35,4
7,2010,quindio,523,39
7,2010,risaralda,652,34
7,2010,san andres,2,0
7,2010,santander,2107,176
7,2010,sucre,167,18
7,2010,tolima,509,80
7,2010,valle,1212,181
7,2010,vaupes,2,0
7,2010,vichada,9,2
7,2011,amazonas,45,11
7,2011,antioquia,160,55
7,2011,arauca,16,13
7,2011,atlantico,61,41
7,2011,bogota,,
7,2011,bolivar,40,28
7,2011,boyaca,13,12
7,2011,caldas,14,12
7,2011,caqueta,20,12
7,2011,casanare,77,38
7,2011,cauca,38,14
7,2011,cesar,150,45
7,2011,choco,33,3
7,2011,cordoba,83,56
7,2011,cundinamarca,62,27
7,2011,exterior,5,3
7,2011,guainia,1,0
7,2011,guajira,23,13
7,2011,guaviare,13,11
7,2011,huila,94,46
7,2011,magdalena,13,10
7,2011,meta,192,67
7,2011,nari�o,4,4
7,2011,norte santander,152,55
7,2011,procedencia desconocida,47,8
7,2011,putumayo,37,11
7,2011,quindio,116,10
7,2011,risaralda,92,9
7,2011,san andres,14,12
7,2011,santander,136,31
7,2011,sucre,99,10
7,2011,tolima,158,12
7,2011,valle,224,97
7,2011,vaupes,1,1
7,2011,vichada,6,3
7,2012,amazonas,42,15
7,2012,antioquia,196,114
7,2012,arauca,67,13
7,2012,atlantico,102,73
7,2012,bogota,3,2
7,2012,bolivar,165,135
7,2012,boyaca,15,13
7,2012,caldas,3,2
7,2012,caqueta,80,18
7,2012,casanare,190,33
7,2012,cauca,17,6
7,2012,cesar,419,181
7,2012,choco,40,4
7,2012,cordoba,159,122
7,2012,cundinamarca,139,66
7,2012,exterior,6,3
7,2012,guainia,2,0
7,2012,guajira,37,32
7,2012,guaviare,12,6
7,2012,huila,647,378
7,2012,magdalena,88,46
7,2012,meta,482,106
7,2012,nari�o,15,13
7,2012,norte santander,377,104
7,2012,procedencia desconocida,,
7,2012,putumayo,13,7
7,2012,quindio,47,3
7,2012,risaralda,15,9
7,2012,san andres,3,3
7,2012,santander,499,222
7,2012,sucre,223,63
7,2012,tolima,432,153
7,2012,valle,241,138
7,2012,vaupes,5,0
7,2012,vichada,21,20
7,2013,amazonas,28,12
7,2013,antioquia,631,392
7,2013,arauca,127,70
7,2013,atlantico,857,592
7,2013,bogota,16,8
7,2013,bolivar,527,435
7,2013,boyaca,72,56
7,2013,caldas,89,81
7,2013,caqueta,125,66
7,2013,casanare,357,125
7,2013,cauca,54,28
7,2013,cesar,588,177
7,2013,choco,16,10
7,2013,cordoba,282,210
7,2013,cundinamarca,494,234
7,2013,exterior,19,12
7,2013,guainia,3,3
7,2013,guajira,217,195
7,2013,guaviare,35,33
7,2013,huila,538,298
7,2013,magdalena,359,234
7,2013,meta,1048,328
7,2013,nari�o,66,49
7,2013,norte santander,936,447
7,2013,procedencia desconocida,,
7,2013,putumayo,203,60
7,2013,quindio,189,62
7,2013,risaralda,54,42
7,2013,san andres,7,6
7,2013,santander,1808,639
7,2013,sucre,423,225
7,2013,tolima,1448,387
7,2013,valle,2678,1353
7,2013,vaupes,5,0
7,2013,vichada,36,27
7,2014,amazonas,43,25
7,2014,antioquia,668,433
7,2014,arauca,72,42
7,2014,atlantico,241,145
7,2014,bogota,17,16
7,2014,bolivar,203,125
7,2014,boyaca,50,37
7,2014,caldas,95,91
7,2014,caqueta,44,33
7,2014,casanare,261,41
7,2014,cauca,23,9
7,2014,cesar,228,72
7,2014,choco,19,13
7,2014,cordoba,377,291
7,2014,cundinamarca,270,165
7,2014,exterior,9,5
7,2014,guainia,30,4
7,2014,guajira,80,65
7,2014,guaviare,96,77
7,2014,huila,412,250
7,2014,magdalena,88,31
7,2014,meta,715,203
7,2014,nari�o,27,19
7,2014,norte santander,678,340
7,2014,procedencia desconocida,,
7,2014,putumayo,86,16
7,2014,quindio,285,117
7,2014,risaralda,62,52
7,2014,san andres,1,0
7,2014,santander,1477,570
7,2014,sucre,328,164
7,2014,tolima,582,138
7,2014,valle,838,433
7,2014,vaupes,4,0
7,2014,vichada,17,8
7,2015,amazonas,2,1
7,2015,antioquia,406,240
7,2015,arauca,48,9
7,2015,atlantico,187,105
7,2015,bogota,,
7,2015,bolivar,131,61
7,2015,boyaca,74,54
7,2015,caldas,116,106
7,2015,caqueta,35,14
7,2015,casanare,85,7
7,2015,cauca,34,11
7,2015,cesar,319,139
7,2015,choco,15,12
7,2015,cordoba,84,52
7,2015,cundinamarca,152,73
7,2015,exterior,3,3
7,2015,guainia,8,3
7,2015,guajira,34,25
7,2015,guaviare,15,7
7,2015,huila,282,116
7,2015,magdalena,51,28
7,2015,meta,220,25
7,2015,nari�o,9,5
7,2015,norte santander,290,173
7,2015,procedencia desconocida,,
7,2015,putumayo,56,4
7,2015,quindio,299,24
7,2015,risaralda,95,66
7,2015,san andres,1,0
7,2015,santander,590,162
7,2015,sucre,261,129
7,2015,tolima,430,105
7,2015,valle,1217,383
7,2015,vaupes,,
7,2015,vichada,13,6
7,2016,amazonas,2,0
7,2016,antioquia,3062,1621
7,2016,arauca,1,0
7,2016,atlantico,65,32
7,2016,bogota,,
7,2016,bolivar,121,29
7,2016,boyaca,99,41
7,2016,caldas,41,36
7,2016,caqueta,33,6
7,2016,casanare,33,2
7,2016,cauca,50,26
7,2016,cesar,79,29
7,2016,choco,32,27
7,2016,cordoba,33,12
7,2016,cundinamarca,155,80
7,2016,exterior,5,3
7,2016,guainia,4,0
7,2016,guajira,16,4
7,2016,guaviare,17,5
7,2016,huila,162,49
7,2016,magdalena,35,19
7,2016,meta,134,26
7,2016,nari�o,31,22
7,2016,norte santander,161,65
7,2016,procedencia desconocida,3,1
7,2016,putumayo,60,0
7,2016,quindio,132,28
7,2016,risaralda,202,110
7,2016,san andres,5,3
7,2016,santander,428,167
7,2016,sucre,72,16
7,2016,tolima,273,44
7,2016,valle,1229,339
7,2016,vaupes,1,0
7,2016,vichada,6,1
7,2017,amazonas,9,0
7,2017,antioquia,476,165
7,2017,arauca,46,4
7,2017,atlantico,70,54
7,2017,bogota,,
7,2017,bolivar,59,4
7,2017,boyaca,15,2
7,2017,caldas,13,13
7,2017,caqueta,14,5
7,2017,casanare,72,3
7,2017,cauca,10,3
7,2017,cesar,98,8
7,2017,choco,6,4
7,2017,cordoba,78,43
7,2017,cundinamarca,91,36
7,2017,exterior,6,5
7,2017,guainia,2,2
7,2017,guajira,9,7
7,2017,guaviare,9,3
7,2017,huila,133,46
7,2017,magdalena,10,10
7,2017,meta,167,22
7,2017,nari�o,10,9
7,2017,norte santander,78,23
7,2017,procedencia desconocida,,
7,2017,putumayo,31,1
7,2017,quindio,48,3
7,2017,risaralda,12,2
7,2017,san andres,3,3
7,2017,santander,223,27
7,2017,sucre,57,5
7,2017,tolima,234,21
7,2017,valle,301,77
7,2017,vaupes,,
7,2017,vichada,4,3
8,2007,amazonas,,
8,2007,antioquia,4,3
8,2007,arauca,64,11
8,2007,atlantico,266,250
8,2007,bogota,,
8,2007,bolivar,58,26
8,2007,boyaca,12,3
8,2007,caldas,21,16
8,2007,caqueta,21,10
8,2007,casanare,112,17
8,2007,cauca,21,13
8,2007,cesar,93,35
8,2007,choco,2,1
8,2007,cordoba,38,17
8,2007,cundinamarca,33,23
8,2007,exterior,3,2
8,2007,guainia,3,2
8,2007,guajira,27,11
8,2007,guaviare,7,7
8,2007,huila,213,43
8,2007,magdalena,120,110
8,2007,meta,216,22
8,2007,nari�o,5,3
8,2007,norte santander,280,105
8,2007,procedencia desconocida,18,9
8,2007,putumayo,13,7
8,2007,quindio,155,95
8,2007,risaralda,103,41
8,2007,san andres,13,13
8,2007,santander,1213,349
8,2007,sucre,99,19
8,2007,tolima,128,40
8,2007,valle,33,15
8,2007,vaupes,,
8,2007,vichada,32,18
8,2008,amazonas,1,0
8,2008,antioquia,175,53
8,2008,arauca,49,7
8,2008,atlantico,272,233
8,2008,bogota,,
8,2008,bolivar,97,65
8,2008,boyaca,11,4
8,2008,caldas,9,7
8,2008,caqueta,25,10
8,2008,casanare,111,19
8,2008,cauca,23,9
8,2008,cesar,57,10
8,2008,choco,4,2
8,2008,cordoba,55,26
8,2008,cundinamarca,55,29
8,2008,exterior,,
8,2008,guainia,28,1
8,2008,guajira,38,10
8,2008,guaviare,11,8
8,2008,huila,156,36
8,2008,magdalena,26,19
8,2008,meta,95,32
8,2008,nari�o,2,1
8,2008,norte santander,263,59
8,2008,procedencia desconocida,12,10
8,2008,putumayo,29,5
8,2008,quindio,75,14
8,2008,risaralda,26,7
8,2008,san andres,2,1
8,2008,santander,322,79
8,2008,sucre,65,19
8,2008,tolima,95,26
8,2008,valle,128,49
8,2008,vaupes,,
8,2008,vichada,12,4
8,2009,amazonas,,
8,2009,antioquia,165,146
8,2009,arauca,185,22
8,2009,atlantico,200,190
8,2009,bogota,,
8,2009,bolivar,28,15
8,2009,boyaca,30,19
8,2009,caldas,28,26
8,2009,caqueta,9,8
8,2009,casanare,124,23
8,2009,cauca,59,28
8,2009,cesar,54,28
8,2009,choco,3,3
8,2009,cordoba,42,19
8,2009,cundinamarca,94,37
8,2009,exterior,2,1
8,2009,guainia,2,0
8,2009,guajira,68,33
8,2009,guaviare,24,24
8,2009,huila,316,231
8,2009,magdalena,46,43
8,2009,meta,237,11
8,2009,nari�o,12,12
8,2009,norte santander,488,230
8,2009,procedencia desconocida,6,5
8,2009,putumayo,23,11
8,2009,quindio,31,14
8,2009,risaralda,39,19
8,2009,san andres,50,1
8,2009,santander,1116,292
8,2009,sucre,164,55
8,2009,tolima,316,94
8,2009,valle,1908,888
8,2009,vaupes,1,1
8,2009,vichada,31,7
8,2010,amazonas,2,1
8,2010,antioquia,3321,368
8,2010,arauca,83,12
8,2010,atlantico,772,129
8,2010,bogota,,
8,2010,bolivar,261,20
8,2010,boyaca,133,51
8,2010,caldas,87,26
8,2010,caqueta,19,6
8,2010,casanare,69,5
8,2010,cauca,80,17
8,2010,cesar,444,138
8,2010,choco,20,1
8,2010,cordoba,75,3
8,2010,cundinamarca,232,32
8,2010,exterior,25,5
8,2010,guainia,2,0
8,2010,guajira,73,36
8,2010,guaviare,28,1
8,2010,huila,514,305
8,2010,magdalena,116,11
8,2010,meta,469,61
8,2010,nari�o,17,11
8,2010,norte santander,704,238
8,2010,procedencia desconocida,8,2
8,2010,putumayo,42,3
8,2010,quindio,542,38
8,2010,risaralda,670,27
8,2010,san andres,4,0
8,2010,santander,1655,131
8,2010,sucre,205,23
8,2010,tolima,431,81
8,2010,valle,1169,181
8,2010,vaupes,1,0
8,2010,vichada,13,4
8,2011,amazonas,32,9
8,2011,antioquia,197,85
8,2011,arauca,25,9
8,2011,atlantico,83,47
8,2011,bogota,,
8,2011,bolivar,37,25
8,2011,boyaca,13,10
8,2011,caldas,7,6
8,2011,caqueta,31,13
8,2011,casanare,72,32
8,2011,cauca,43,14
8,2011,cesar,134,38
8,2011,choco,22,0
8,2011,cordoba,138,92
8,2011,cundinamarca,97,48
8,2011,exterior,6,3
8,2011,guainia,3,2
8,2011,guajira,17,16
8,2011,guaviare,16,13
8,2011,huila,139,96
8,2011,magdalena,20,15
8,2011,meta,228,57
8,2011,nari�o,6,6
8,2011,norte santander,221,76
8,2011,procedencia desconocida,29,18
8,2011,putumayo,47,12
8,2011,quindio,116,3
8,2011,risaralda,78,12
8,2011,san andres,29,29
8,2011,santander,205,45
8,2011,sucre,91,31
8,2011,tolima,179,31
8,2011,valle,273,128
8,2011,vaupes,,
8,2011,vichada,10,6
8,2012,amazonas,44,14
8,2012,antioquia,229,128
8,2012,arauca,52,5
8,2012,atlantico,63,46
8,2012,bogota,4,1
8,2012,bolivar,160,139
8,2012,boyaca,5,4
8,2012,caldas,4,4
8,2012,caqueta,33,7
8,2012,casanare,103,25
8,2012,cauca,12,5
8,2012,cesar,415,159
8,2012,choco,26,4
8,2012,cordoba,109,89
8,2012,cundinamarca,139,58
8,2012,exterior,11,6
8,2012,guainia,2,1
8,2012,guajira,15,11
8,2012,guaviare,4,3
8,2012,huila,346,175
8,2012,magdalena,36,19
8,2012,meta,344,62
8,2012,nari�o,7,6
8,2012,norte santander,437,126
8,2012,procedencia desconocida,,
8,2012,putumayo,13,3
8,2012,quindio,33,6
8,2012,risaralda,11,5
8,2012,san andres,,
8,2012,santander,498,176
8,2012,sucre,184,60
8,2012,tolima,401,132
8,2012,valle,188,102
8,2012,vaupes,,
8,2012,vichada,3,2
8,2013,amazonas,26,7
8,2013,antioquia,453,262
8,2013,arauca,69,35
8,2013,atlantico,542,356
8,2013,bogota,15,9
8,2013,bolivar,302,237
8,2013,boyaca,49,38
8,2013,caldas,55,51
8,2013,caqueta,85,40
8,2013,casanare,254,73
8,2013,cauca,51,22
8,2013,cesar,330,101
8,2013,choco,11,9
8,2013,cordoba,153,117
8,2013,cundinamarca,296,143
8,2013,exterior,9,2
8,2013,guainia,2,1
8,2013,guajira,139,134
8,2013,guaviare,22,22
8,2013,huila,301,155
8,2013,magdalena,224,156
8,2013,meta,621,186
8,2013,nari�o,38,27
8,2013,norte santander,612,271
8,2013,procedencia desconocida,,
8,2013,putumayo,122,44
8,2013,quindio,142,39
8,2013,risaralda,25,17
8,2013,san andres,5,5
8,2013,santander,1188,401
8,2013,sucre,258,154
8,2013,tolima,889,231
8,2013,valle,1630,793
8,2013,vaupes,2,0
8,2013,vichada,22,14
8,2014,amazonas,58,23
8,2014,antioquia,752,499
8,2014,arauca,50,32
8,2014,atlantico,215,127
8,2014,bogota,8,4
8,2014,bolivar,157,101
8,2014,boyaca,41,34
8,2014,caldas,62,56
8,2014,caqueta,29,21
8,2014,casanare,158,23
8,2014,cauca,29,12
8,2014,cesar,175,65
8,2014,choco,12,11
8,2014,cordoba,410,302
8,2014,cundinamarca,254,129
8,2014,exterior,7,4
8,2014,guainia,15,2
8,2014,guajira,57,40
8,2014,guaviare,82,56
8,2014,huila,312,164
8,2014,magdalena,62,31
8,2014,meta,621,140
8,2014,nari�o,17,13
8,2014,norte santander,601,286
8,2014,procedencia desconocida,,
8,2014,putumayo,63,9
8,2014,quindio,323,115
8,2014,risaralda,45,40
8,2014,san andres,1,1
8,2014,santander,1151,427
8,2014,sucre,312,133
8,2014,tolima,529,120
8,2014,valle,805,373
8,2014,vaupes,,
8,2014,vichada,5,3
8,2015,amazonas,2,2
8,2015,antioquia,630,363
8,2015,arauca,97,6
8,2015,atlantico,336,193
8,2015,bogota,,
8,2015,bolivar,414,154
8,2015,boyaca,61,53
8,2015,caldas,165,146
8,2015,caqueta,45,27
8,2015,casanare,94,7
8,2015,cauca,36,12
8,2015,cesar,398,148
8,2015,choco,24,16
8,2015,cordoba,167,101
8,2015,cundinamarca,182,87
8,2015,exterior,5,4
8,2015,guainia,2,1
8,2015,guajira,52,41
8,2015,guaviare,23,9
8,2015,huila,359,163
8,2015,magdalena,89,47
8,2015,meta,257,35
8,2015,nari�o,11,9
8,2015,norte santander,381,200
8,2015,procedencia desconocida,,
8,2015,putumayo,49,2
8,2015,quindio,280,48
8,2015,risaralda,160,104
8,2015,san andres,3,1
8,2015,santander,602,164
8,2015,sucre,380,175
8,2015,tolima,623,165
8,2015,valle,1205,366
8,2015,vaupes,,
8,2015,vichada,10,4
8,2016,amazonas,5,1
8,2016,antioquia,3562,1912
8,2016,arauca,3,2
8,2016,atlantico,57,30
8,2016,bogota,,
8,2016,bolivar,69,14
8,2016,boyaca,101,70
8,2016,caldas,44,42
8,2016,caqueta,29,7
8,2016,casanare,39,1
8,2016,cauca,29,18
8,2016,cesar,58,11
8,2016,choco,27,19
8,2016,cordoba,48,31
8,2016,cundinamarca,109,58
8,2016,exterior,6,2
8,2016,guainia,5,0
8,2016,guajira,13,6
8,2016,guaviare,15,6
8,2016,huila,198,39
8,2016,magdalena,56,41
8,2016,meta,131,14
8,2016,nari�o,24,16
8,2016,norte santander,172,54
8,2016,procedencia desconocida,,
8,2016,putumayo,49,2
8,2016,quindio,135,17
8,2016,risaralda,122,68
8,2016,san andres,8,6
8,2016,santander,432,135
8,2016,sucre,87,7
8,2016,tolima,297,53
8,2016,valle,1077,285
8,2016,vaupes,,
8,2016,vichada,14,5
8,2017,amazonas,3,1
8,2017,antioquia,267,84
8,2017,arauca,45,3
8,2017,atlantico,94,71
8,2017,bogota,,
8,2017,bolivar,41,6
8,2017,boyaca,5,2
8,2017,caldas,7,6
8,2017,caqueta,21,3
8,2017,casanare,29,2
8,2017,cauca,7,3
8,2017,cesar,50,8
8,2017,choco,7,4
8,2017,cordoba,51,29
8,2017,cundinamarca,83,31
8,2017,exterior,1,0
8,2017,guainia,,
8,2017,guajira,10,5
8,2017,guaviare,3,1
8,2017,huila,79,19
8,2017,magdalena,7,5
8,2017,meta,106,12
8,2017,nari�o,11,10
8,2017,norte santander,109,34
8,2017,procedencia desconocida,,
8,2017,putumayo,23,1
8,2017,quindio,38,2
8,2017,risaralda,16,5
8,2017,san andres,3,0
8,2017,santander,204,26
8,2017,sucre,17,3
8,2017,tolima,204,28
8,2017,valle,225,39
8,2017,vaupes,,
8,2017,vichada,1,1
9,2007,amazonas,,
9,2007,antioquia,4,1
9,2007,arauca,69,4
9,2007,atlantico,380,343
9,2007,bogota,,
9,2007,bolivar,61,15
9,2007,boyaca,20,1
9,2007,caldas,38,26
9,2007,caqueta,9,6
9,2007,casanare,90,11
9,2007,cauca,21,5
9,2007,cesar,92,29
9,2007,choco,4,3
9,2007,cordoba,39,17
9,2007,cundinamarca,17,13
9,2007,exterior,2,0
9,2007,guainia,7,5
9,2007,guajira,26,10
9,2007,guaviare,21,19
9,2007,huila,174,30
9,2007,magdalena,152,144
9,2007,meta,167,29
9,2007,nari�o,4,3
9,2007,norte santander,349,117
9,2007,procedencia desconocida,18,13
9,2007,putumayo,8,3
9,2007,quindio,176,90
9,2007,risaralda,91,44
9,2007,san andres,10,10
9,2007,santander,927,332
9,2007,sucre,109,13
9,2007,tolima,176,44
9,2007,valle,45,22
9,2007,vaupes,,
9,2007,vichada,8,5
9,2008,amazonas,1,0
9,2008,antioquia,224,68
9,2008,arauca,76,9
9,2008,atlantico,419,341
