month,city_ascii,year,total_cases,confirmed_cases,city_ascii,lat,lng,admin_ascii,population,population_proper
8,el paso,2015,3,3,el paso,9.6622,-73.7519,cesar,23534,23534
11,el paso,2015,5,3,el paso,9.6622,-73.7519,cesar,23534,23534
6,el paso,2015,4,2,el paso,9.6622,-73.7519,cesar,23534,23534
12,el paso,2015,5,0,el paso,9.6622,-73.7519,cesar,23534,23534
9,el paso,2015,3,1,el paso,9.6622,-73.7519,cesar,23534,23534
10,el paso,2015,1,1,el paso,9.6622,-73.7519,cesar,23534,23534
4,el paso,2015,1,1,el paso,9.6622,-73.7519,cesar,23534,23534
1,el paso,2015,1,0,el paso,9.6622,-73.7519,cesar,23534,23534
5,el paso,2015,4,1,el paso,9.6622,-73.7519,cesar,23534,23534
3,el paso,2015,1,1,el paso,9.6622,-73.7519,cesar,23534,23534
12,el paso,2016,1,0,el paso,9.6622,-73.7519,cesar,23534,23534
2,el paso,2016,4,2,el paso,9.6622,-73.7519,cesar,23534,23534
1,el paso,2016,3,3,el paso,9.6622,-73.7519,cesar,23534,23534
11,el paso,2016,1,0,el paso,9.6622,-73.7519,cesar,23534,23534
12,el paso,2017,2,0,el paso,9.6622,-73.7519,cesar,23534,23534
7,el paso,2017,1,0,el paso,9.6622,-73.7519,cesar,23534,23534
1,el paujil,2008,6,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
6,el paujil,2008,2,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
11,el paujil,2008,2,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
7,el paujil,2008,4,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
3,el paujil,2008,2,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
4,el paujil,2008,2,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
2,el paujil,2008,3,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
5,el paujil,2008,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
10,el paujil,2008,2,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
12,el paujil,2008,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
8,el paujil,2008,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
7,el paujil,2011,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
12,el paujil,2011,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
11,el paujil,2011,2,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
5,el paujil,2011,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
8,el paujil,2011,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
2,el paujil,2012,14,10,el paujil,1.5694,-75.3264,caqueta,21462,21462
1,el paujil,2012,16,5,el paujil,1.5694,-75.3264,caqueta,21462,21462
3,el paujil,2012,5,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
4,el paujil,2012,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
10,el paujil,2012,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
5,el paujil,2012,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
4,el paujil,2013,4,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
11,el paujil,2013,2,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
3,el paujil,2013,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
6,el paujil,2013,3,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
7,el paujil,2013,2,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
2,el paujil,2013,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
10,el paujil,2013,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
8,el paujil,2013,2,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
5,el paujil,2013,2,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
12,el paujil,2014,2,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
10,el paujil,2014,2,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
5,el paujil,2014,2,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
3,el paujil,2014,4,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
2,el paujil,2014,3,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
9,el paujil,2014,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
6,el paujil,2015,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
5,el paujil,2015,11,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
4,el paujil,2015,7,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
3,el paujil,2015,2,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
8,el paujil,2015,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
2,el paujil,2015,2,2,el paujil,1.5694,-75.3264,caqueta,21462,21462
10,el paujil,2016,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
4,el paujil,2016,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
8,el paujil,2016,3,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
6,el paujil,2016,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
1,el paujil,2016,2,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
9,el paujil,2016,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
2,el paujil,2016,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
3,el paujil,2016,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
5,el paujil,2017,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
8,el paujil,2017,1,1,el paujil,1.5694,-75.3264,caqueta,21462,21462
3,el paujil,2017,1,0,el paujil,1.5694,-75.3264,caqueta,21462,21462
10,el playon,2007,4,1,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2007,3,1,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2007,4,2,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2007,4,2,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2007,4,1,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2007,4,2,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2007,2,2,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2007,7,1,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2007,2,0,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2007,2,1,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2008,3,1,el playon,7.4703,-73.2033,santander,11252,11252
,el playon,2008,1,1,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2008,2,0,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2008,3,0,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2008,1,0,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2008,1,0,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2008,2,1,el playon,7.4703,-73.2033,santander,11252,11252
9,el playon,2008,1,0,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2009,1,0,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2009,2,0,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2009,2,1,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2009,3,1,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2009,3,0,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2009,1,1,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2009,1,0,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2010,15,1,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2010,22,0,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2010,7,1,el playon,7.4703,-73.2033,santander,11252,11252
9,el playon,2010,1,0,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2010,5,0,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2010,20,1,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2010,3,0,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2010,2,0,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2010,2,0,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2010,1,0,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2011,2,0,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2011,1,1,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2011,1,0,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2011,1,0,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2011,1,0,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2011,2,0,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2012,2,2,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2012,16,12,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2012,1,0,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2012,1,0,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2012,4,3,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2012,1,0,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2012,13,9,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2012,2,1,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2013,6,4,el playon,7.4703,-73.2033,santander,11252,11252
9,el playon,2013,14,6,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2013,13,4,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2013,13,2,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2013,19,7,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2013,12,2,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2013,11,2,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2013,13,6,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2013,10,3,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2013,16,5,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2013,14,8,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2013,15,9,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2014,5,2,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2014,10,4,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2014,5,0,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2014,9,4,el playon,7.4703,-73.2033,santander,11252,11252
9,el playon,2014,3,1,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2014,8,4,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2014,4,1,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2014,7,2,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2014,8,1,el playon,7.4703,-73.2033,santander,11252,11252
,el playon,2014,5,0,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2014,4,0,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2014,8,6,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2014,3,0,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2015,16,11,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2015,9,5,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2015,2,0,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2015,12,8,el playon,7.4703,-73.2033,santander,11252,11252
9,el playon,2015,1,0,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2015,5,5,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2015,11,1,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2015,2,0,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2015,2,0,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2015,2,0,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2016,14,5,el playon,7.4703,-73.2033,santander,11252,11252
9,el playon,2016,3,1,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2016,8,1,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2016,12,2,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2016,2,0,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2016,3,1,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2016,11,1,el playon,7.4703,-73.2033,santander,11252,11252
2,el playon,2016,6,1,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2016,4,1,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2016,2,0,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2016,5,0,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2016,1,0,el playon,7.4703,-73.2033,santander,11252,11252
11,el playon,2017,3,0,el playon,7.4703,-73.2033,santander,11252,11252
9,el playon,2017,10,0,el playon,7.4703,-73.2033,santander,11252,11252
7,el playon,2017,7,0,el playon,7.4703,-73.2033,santander,11252,11252
12,el playon,2017,1,0,el playon,7.4703,-73.2033,santander,11252,11252
4,el playon,2017,2,0,el playon,7.4703,-73.2033,santander,11252,11252
1,el playon,2017,8,0,el playon,7.4703,-73.2033,santander,11252,11252
8,el playon,2017,3,0,el playon,7.4703,-73.2033,santander,11252,11252
6,el playon,2017,4,2,el playon,7.4703,-73.2033,santander,11252,11252
5,el playon,2017,1,1,el playon,7.4703,-73.2033,santander,11252,11252
10,el playon,2017,5,1,el playon,7.4703,-73.2033,santander,11252,11252
3,el playon,2017,3,0,el playon,7.4703,-73.2033,santander,11252,11252
9,el reten,2008,1,0,el reten,10.6106,-74.2683,magdalena,20981,20981
1,el reten,2008,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
12,el reten,2009,1,0,el reten,10.6106,-74.2683,magdalena,20981,20981
10,el reten,2011,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
7,el reten,2013,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
4,el reten,2013,4,3,el reten,10.6106,-74.2683,magdalena,20981,20981
5,el reten,2013,1,0,el reten,10.6106,-74.2683,magdalena,20981,20981
11,el reten,2014,3,1,el reten,10.6106,-74.2683,magdalena,20981,20981
7,el reten,2014,2,2,el reten,10.6106,-74.2683,magdalena,20981,20981
3,el reten,2014,3,1,el reten,10.6106,-74.2683,magdalena,20981,20981
4,el reten,2014,2,2,el reten,10.6106,-74.2683,magdalena,20981,20981
9,el reten,2014,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
10,el reten,2014,3,3,el reten,10.6106,-74.2683,magdalena,20981,20981
5,el reten,2014,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
2,el reten,2014,1,0,el reten,10.6106,-74.2683,magdalena,20981,20981
6,el reten,2014,1,0,el reten,10.6106,-74.2683,magdalena,20981,20981
4,el reten,2015,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
2,el reten,2015,1,0,el reten,10.6106,-74.2683,magdalena,20981,20981
11,el reten,2016,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
1,el reten,2016,1,1,el reten,10.6106,-74.2683,magdalena,20981,20981
1,el retorno,2007,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
10,el retorno,2007,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
11,el retorno,2007,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2007,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2007,4,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2007,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2007,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2007,4,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2007,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2008,2,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2008,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
10,el retorno,2008,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2009,6,6,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2009,2,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2009,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
11,el retorno,2009,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2009,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2009,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2010,11,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2010,10,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2010,18,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2010,9,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
8,el retorno,2010,4,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2010,15,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2010,4,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
9,el retorno,2010,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
10,el retorno,2010,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2010,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2011,4,3,el retorno,2.3306,-72.6278,guaviare,24562,24562
11,el retorno,2011,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2011,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2011,2,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2011,2,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2011,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2011,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
8,el retorno,2011,2,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2011,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2012,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2012,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2012,4,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2012,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2012,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2013,2,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2013,3,3,el retorno,2.3306,-72.6278,guaviare,24562,24562
7,el retorno,2013,5,4,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2013,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
9,el retorno,2013,3,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
8,el retorno,2013,2,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2013,4,3,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2013,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2013,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2013,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
10,el retorno,2013,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2014,2,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
11,el retorno,2014,2,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2014,45,14,el retorno,2.3306,-72.6278,guaviare,24562,24562
8,el retorno,2014,7,4,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2014,95,56,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2014,9,8,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2014,3,3,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2014,20,5,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2014,4,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
9,el retorno,2014,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
7,el retorno,2014,1,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
8,el retorno,2015,5,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2015,2,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2015,3,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2015,8,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2015,3,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
9,el retorno,2015,8,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2015,10,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
10,el retorno,2015,3,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
7,el retorno,2015,6,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
11,el retorno,2015,3,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2015,2,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2016,12,3,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2016,4,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2016,5,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2016,5,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2016,7,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
7,el retorno,2016,3,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
8,el retorno,2016,8,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2016,9,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
9,el retorno,2016,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2016,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
5,el retorno,2017,4,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
2,el retorno,2017,2,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
6,el retorno,2017,6,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
12,el retorno,2017,3,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
4,el retorno,2017,3,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
7,el retorno,2017,5,2,el retorno,2.3306,-72.6278,guaviare,24562,24562
11,el retorno,2017,5,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
10,el retorno,2017,5,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
9,el retorno,2017,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
3,el retorno,2017,1,0,el retorno,2.3306,-72.6278,guaviare,24562,24562
1,el retorno,2017,2,1,el retorno,2.3306,-72.6278,guaviare,24562,24562
7,el roble,2007,1,0,el roble,9.1022,-75.195,sucre,,
3,el roble,2008,1,1,el roble,9.1022,-75.195,sucre,,
10,el roble,2008,2,1,el roble,9.1022,-75.195,sucre,,
9,el roble,2009,8,0,el roble,9.1022,-75.195,sucre,,
8,el roble,2009,8,0,el roble,9.1022,-75.195,sucre,,
7,el roble,2009,5,0,el roble,9.1022,-75.195,sucre,,
5,el roble,2009,2,2,el roble,9.1022,-75.195,sucre,,
11,el roble,2009,1,0,el roble,9.1022,-75.195,sucre,,
10,el roble,2009,1,1,el roble,9.1022,-75.195,sucre,,
4,el roble,2010,1,0,el roble,9.1022,-75.195,sucre,,
5,el roble,2010,1,0,el roble,9.1022,-75.195,sucre,,
11,el roble,2010,1,0,el roble,9.1022,-75.195,sucre,,
8,el roble,2010,1,0,el roble,9.1022,-75.195,sucre,,
5,el roble,2011,1,1,el roble,9.1022,-75.195,sucre,,
7,el roble,2011,1,0,el roble,9.1022,-75.195,sucre,,
4,el roble,2011,1,0,el roble,9.1022,-75.195,sucre,,
11,el roble,2012,1,1,el roble,9.1022,-75.195,sucre,,
11,el roble,2013,1,1,el roble,9.1022,-75.195,sucre,,
4,el roble,2013,2,1,el roble,9.1022,-75.195,sucre,,
10,el roble,2013,3,3,el roble,9.1022,-75.195,sucre,,
12,el roble,2013,1,1,el roble,9.1022,-75.195,sucre,,
6,el roble,2013,1,1,el roble,9.1022,-75.195,sucre,,
5,el roble,2013,2,2,el roble,9.1022,-75.195,sucre,,
3,el roble,2013,2,0,el roble,9.1022,-75.195,sucre,,
2,el roble,2013,1,0,el roble,9.1022,-75.195,sucre,,
8,el roble,2013,1,0,el roble,9.1022,-75.195,sucre,,
2,el roble,2014,6,2,el roble,9.1022,-75.195,sucre,,
11,el roble,2014,5,2,el roble,9.1022,-75.195,sucre,,
1,el roble,2014,2,1,el roble,9.1022,-75.195,sucre,,
3,el roble,2014,3,1,el roble,9.1022,-75.195,sucre,,
10,el roble,2014,1,1,el roble,9.1022,-75.195,sucre,,
6,el roble,2014,3,0,el roble,9.1022,-75.195,sucre,,
9,el roble,2014,1,1,el roble,9.1022,-75.195,sucre,,
4,el roble,2014,1,1,el roble,9.1022,-75.195,sucre,,
12,el roble,2014,2,1,el roble,9.1022,-75.195,sucre,,
8,el roble,2015,3,1,el roble,9.1022,-75.195,sucre,,
11,el roble,2015,1,1,el roble,9.1022,-75.195,sucre,,
9,el roble,2015,1,0,el roble,9.1022,-75.195,sucre,,
5,el roble,2015,1,0,el roble,9.1022,-75.195,sucre,,
3,el rosal,2008,1,1,el rosal,4.8519,-74.2628,cundinamarca,17254,17254
1,el rosal,2012,1,1,el rosal,4.8519,-74.2628,cundinamarca,17254,17254
6,el rosal,2013,1,1,el rosal,4.8519,-74.2628,cundinamarca,17254,17254
11,el rosal,2013,1,1,el rosal,4.8519,-74.2628,cundinamarca,17254,17254
4,el rosal,2014,1,0,el rosal,4.8519,-74.2628,cundinamarca,17254,17254
7,el rosal,2016,1,1,el rosal,4.8519,-74.2628,cundinamarca,17254,17254
10,el rosario,2008,1,1,el rosario,1.7431,-77.3347,narino,,
2,el rosario,2010,1,0,el rosario,1.7431,-77.3347,narino,,
3,el rosario,2010,1,1,el rosario,1.7431,-77.3347,narino,,
4,el rosario,2010,2,2,el rosario,1.7431,-77.3347,narino,,
6,el rosario,2010,1,0,el rosario,1.7431,-77.3347,narino,,
11,el rosario,2014,1,1,el rosario,1.7431,-77.3347,narino,,
10,el rosario,2014,1,1,el rosario,1.7431,-77.3347,narino,,
12,el rosario,2014,2,2,el rosario,1.7431,-77.3347,narino,,
,el rosario,2014,1,1,el rosario,1.7431,-77.3347,narino,,
12,el rosario,2015,2,2,el rosario,1.7431,-77.3347,narino,,
10,el rosario,2015,2,2,el rosario,1.7431,-77.3347,narino,,
4,el rosario,2016,1,1,el rosario,1.7431,-77.3347,narino,,
1,el tablon,2008,1,0,el tablon,1.4269,-77.0969,narino,,
4,el tablon,2010,2,2,el tablon,1.4269,-77.0969,narino,,
2,el tablon,2010,1,1,el tablon,1.4269,-77.0969,narino,,
8,el tablon,2010,2,2,el tablon,1.4269,-77.0969,narino,,
7,el tablon,2010,1,1,el tablon,1.4269,-77.0969,narino,,
5,el tablon,2010,1,1,el tablon,1.4269,-77.0969,narino,,
5,el tablon,2011,1,1,el tablon,1.4269,-77.0969,narino,,
11,el tablon,2014,1,1,el tablon,1.4269,-77.0969,narino,,
10,el tablon,2014,1,1,el tablon,1.4269,-77.0969,narino,,
5,el tablon,2015,1,1,el tablon,1.4269,-77.0969,narino,,
12,el tablon,2015,1,1,el tablon,1.4269,-77.0969,narino,,
6,el tablon,2015,1,1,el tablon,1.4269,-77.0969,narino,,
5,el tablon,2016,2,0,el tablon,1.4269,-77.0969,narino,,
9,el tablon,2016,1,0,el tablon,1.4269,-77.0969,narino,,
